frame,candidate_index,kind,u_px,v_px,l_value,a_delta,b_delta,halo_kind,halo_distance_px,halo_u_px,halo_v_px,halo_area,halo_mean_a_delta
708,27,unknown,664.0,321.0,171,5,4,none,,,,,
708,28,unknown,990.0,331.0,171,1,-2,none,,,,,
708,29,unknown,990.0,366.0,171,1,-3,none,,,,,
708,30,unknown,990.0,374.0,171,1,-3,none,,,,,
708,31,unknown,990.0,321.0,170,0,-3,none,,,,,
708,32,unknown,985.0,266.0,168,1,-3,none,,,,,
708,33,unknown,986.0,216.0,166,0,-2,none,,,,,
708,34,unknown,986.0,223.0,166,1,-3,none,,,,,
708,35,unknown,986.0,244.0,166,-1,-2,none,,,,,
708,36,unknown,494.0,532.0,160,-1,2,none,,,,,
708,37,unknown,988.0,155.0,159,0,-2,none,,,,,
708,38,unknown,555.0,375.0,153,0,2,none,,,,,
708,39,unknown,791.0,250.0,151,0,4,none,,,,,
708,40,unknown,790.0,291.0,150,-1,4,none,,,,,
708,41,unknown,792.0,201.0,148,0,5,none,,,,,
708,42,unknown,791.0,244.0,148,0,5,none,,,,,
708,43,unknown,648.0,304.0,146,0,1,none,,,,,
708,44,unknown,575.0,357.0,146,-1,2,none,,,,,
708,45,unknown,560.0,383.0,145,-1,2,none,,,,,
708,46,unknown,616.0,327.0,144,1,0,none,,,,,
708,47,unknown,789.0,345.0,144,0,4,none,,,,,
708,48,unknown,789.0,353.0,144,0,4,none,,,,,
708,49,unknown,787.0,444.0,144,0,1,none,,,,,
708,50,unknown,636.0,312.0,143,0,1,none,,,,,
708,51,unknown,443.0,155.0,142,-2,4,none,,,,,
708,52,unknown,624.0,321.0,141,0,2,none,,,,,
708,53,unknown,606.0,334.0,140,0,1,none,,,,,
708,54,unknown,402.0,440.0,139,0,2,none,,,,,
708,55,unknown,540.0,389.0,138,0,2,none,,,,,
708,56,unknown,488.0,404.0,137,0,4,none,,,,,
708,57,unknown,424.0,527.0,136,0,2,none,,,,,
708,58,unknown,579.0,416.0,134,-1,3,none,,,,,
708,59,unknown,684.0,297.0,133,-2,4,none,,,,,
708,60,unknown,539.0,512.0,133,0,1,none,,,,,
708,61,unknown,713.0,391.0,129,-1,3,none,,,,,
708,62,unknown,632.0,470.0,128,-1,2,none,,,,,
708,63,unknown,748.0,383.0,126,0,2,none,,,,,
708,64,unknown,784.0,230.0,125,0,5,none,,,,,
708,65,unknown,754.0,371.0,125,0,2,none,,,,,
708,66,unknown,775.0,530.0,124,0,2,none,,,,,
708,67,unknown,777.0,475.0,123,0,3,none,,,,,
708,68,unknown,777.0,483.0,123,0,3,none,,,,,
708,69,unknown,856.0,496.0,119,0,3,none,,,,,
708,70,unknown,697.0,313.0,118,-2,6,none,,,,,
882,0,green,668.0,423.0,252,0,4,green,3.2510682005218596,664.75,422.9166666666667,6,-20.0
882,1,green,645.0,435.0,205,1,4,green,23.153173528577977,664.75,422.9166666666667,6,-20.0
882,2,red,681.0,407.0,195,2,5,red,21.222707896256473,670.4705882352941,425.4264705882353,8,25.5
882,3,unknown,638.0,440.0,204,1,3,none,,,,,
882,4,unknown,620.0,418.0,199,2,3,none,,,,,
882,5,unknown,626.0,425.0,198,3,3,none,,,,,
882,6,unknown,691.0,399.0,195,5,2,none,,,,,
882,7,unknown,620.0,349.0,190,4,1,none,,,,,
882,8,unknown,711.0,384.0,190,3,4,none,,,,,
882,9,unknown,628.0,343.0,189,1,2,none,,,,,
882,10,unknown,718.0,341.0,186,2,2,none,,,,,
882,11,unknown,711.0,330.0,182,4,3,none,,,,,
882,12,unknown,691.0,299.0,181,0,0,none,,,,,
882,13,unknown,658.0,321.0,181,2,4,none,,,,,
882,14,unknown,518.0,270.0,180,0,4,none,,,,,
882,15,unknown,698.0,310.0,180,3,2,none,,,,,
882,16,unknown,685.0,302.0,179,2,2,none,,,,,
882,17,unknown,682.0,344.0,179,5,5,none,,,,,
882,18,unknown,517.0,310.0,178,-1,4,none,,,,,
882,19,unknown,521.0,157.0,177,-1,5,none,,,,,
882,20,unknown,520.0,202.0,175,0,5,none,,,,,
882,21,unknown,514.0,421.0,171,-1,2,none,,,,,
882,22,unknown,521.0,169.0,170,0,5,none,,,,,
882,23,unknown,511.0,523.0,164,0,1,none,,,,,
882,24,unknown,511.0,531.0,162,0,1,none,,,,,
882,25,unknown,803.0,472.0,158,-1,4,none,,,,,
882,26,unknown,801.0,532.0,157,0,2,none,,,,,
882,27,unknown,376.0,312.0,151,0,2,none,,,,,
882,28,unknown,685.0,289.0,150,0,2,none,,,,,
882,29,unknown,811.0,220.0,148,0,5,none,,,,,
882,30,unknown,573.0,372.0,148,0,2,none,,,,,
882,31,unknown,811.0,210.0,147,0,5,none,,,,,
882,32,unknown,810.0,245.0,147,0,5,none,,,,,
882,33,unknown,594.0,353.0,146,0,1,none,,,,,
882,34,unknown,633.0,325.0,145,0,2,none,,,,,
882,35,unknown,618.0,335.0,145,0,1,none,,,,,
882,36,unknown,813.0,157.0,144,0,5,none,,,,,
882,37,unknown,664.0,303.0,144,0,1,none,,,,,
882,38,unknown,809.0,267.0,143,0,4,none,,,,,
882,39,unknown,807.0,334.0,143,0,4,none,,,,,
882,40,unknown,383.0,502.0,138,0,2,none,,,,,
882,41,unknown,598.0,409.0,137,0,0,none,,,,,
882,42,unknown,464.0,480.0,136,0,1,none,,,,,
882,43,unknown,727.0,324.0,130,-1,5,none,,,,,
882,44,unknown,727.0,389.0,130,0,0,none,,,,,
882,45,unknown,755.0,356.0,127,-1,4,none,,,,,
882,46,unknown,753.0,379.0,127,-1,4,none,,,,,
882,47,unknown,684.0,467.0,126,0,2,none,,,,,
882,48,unknown,767.0,368.0,125,-2,5,none,,,,,
882,49,unknown,880.0,155.0,123,0,3,none,,,,,
882,50,unknown,846.0,531.0,123,0,3,none,,,,,
882,51,unknown,940.0,311.0,120,0,4,none,,,,,
882,52,unknown,711.0,309.0,118,0,5,none,,,,,
882,53,unknown,990.0,157.0,112,0,1,none,,,,,
888,0,green,656.0,427.0,208,1,7,green,12.31897189314266,667.1903719912473,421.84901531728667,22,-20.772727272727273
888,1,unknown,632.0,432.0,199,1,4,none,,,,,
888,2,unknown,735.0,365.0,197,5,2,none,,,,,
888,3,unknown,686.0,403.0,195,2,3,none,,,,,
888,4,unknown,692.0,399.0,194,3,3,none,,,,,
888,5,unknown,603.0,393.0,193,2,3,none,,,,,
888,6,unknown,627.0,344.0,192,2,1,none,,,,,
888,7,unknown,636.0,338.0,191,4,2,none,,,,,
888,8,unknown,713.0,383.0,188,3,4,none,,,,,
888,9,unknown,719.0,341.0,186,2,4,none,,,,,
888,10,unknown,597.0,367.0,186,2,2,none,,,,,
888,11,unknown,701.0,313.0,185,3,2,none,,,,,
888,12,unknown,608.0,359.0,185,1,3,none,,,,,
888,13,unknown,693.0,301.0,184,2,1,none,,,,,
888,14,unknown,520.0,227.0,183,0,5,none,,,,,
888,15,unknown,520.0,236.0,180,0,4,none,,,,,
888,16,unknown,680.0,306.0,178,1,2,none,,,,,
888,17,unknown,518.0,308.0,177,-1,4,none,,,,,
888,18,unknown,517.0,346.0,173,-1,4,none,,,,,
888,19,unknown,516.0,381.0,173,-1,4,none,,,,,
888,20,unknown,515.0,424.0,167,-1,3,none,,,,,
888,21,unknown,513.0,495.0,166,-1,2,none,,,,,
888,22,unknown,802.0,531.0,161,0,2,none,,,,,
888,23,unknown,804.0,471.0,153,0,5,none,,,,,
888,24,unknown,811.0,237.0,150,0,5,none,,,,,
888,25,unknown,433.0,243.0,150,0,5,none,,,,,
888,26,unknown,687.0,288.0,147,0,2,none,,,,,
888,27,unknown,670.0,299.0,147,-1,2,none,,,,,
888,28,unknown,806.0,408.0,147,0,4,none,,,,,
888,29,unknown,574.0,368.0,146,0,2,none,,,,,
888,30,unknown,809.0,307.0,145,-1,4,none,,,,,
888,31,unknown,611.0,341.0,145,0,2,none,,,,,
888,32,unknown,807.0,375.0,145,0,2,none,,,,,
888,33,unknown,579.0,380.0,145,-1,2,none,,,,,
888,34,unknown,814.0,159.0,144,0,5,none,,,,,
888,35,unknown,644.0,317.0,144,-1,2,none,,,,,
888,36,unknown,808.0,335.0,144,-1,4,none,,,,,
888,37,unknown,594.0,353.0,144,-1,2,none,,,,,
888,38,unknown,583.0,386.0,144,-1,1,none,,,,,
888,39,unknown,601.0,348.0,143,1,0,none,,,,,
888,40,unknown,651.0,312.0,142,0,0,none,,,,,
888,41,unknown,383.0,479.0,138,0,2,none,,,,,
888,42,unknown,383.0,489.0,138,0,2,none,,,,,
888,43,unknown,703.0,294.0,131,0,1,none,,,,,
888,44,unknown,608.0,422.0,131,0,0,none,,,,,
888,45,unknown,720.0,396.0,129,0,1,none,,,,,
888,46,unknown,651.0,467.0,128,-1,2,none,,,,,
888,47,unknown,755.0,355.0,127,0,2,none,,,,,
888,48,unknown,763.0,379.0,126,-1,5,none,,,,,
888,49,unknown,761.0,362.0,125,1,2,none,,,,,
888,50,unknown,880.0,155.0,123,0,3,none,,,,,
888,51,unknown,847.0,531.0,123,0,3,none,,,,,
888,52,unknown,990.0,532.0,123,0,0,none,,,,,
921,0,unknown,640.0,440.0,205,1,3,none,,,,,
921,1,unknown,621.0,416.0,204,2,2,none,,,,,
921,2,unknown,630.0,428.0,202,2,3,none,,,,,
921,3,unknown,737.0,366.0,197,2,1,none,,,,,
921,4,unknown,687.0,404.0,196,0,5,none,,,,,
921,5,unknown,606.0,395.0,193,2,5,none,,,,,
921,6,unknown,627.0,345.0,192,0,1,none,,,,,
921,7,unknown,620.0,350.0,191,1,3,none,,,,,
921,8,unknown,713.0,384.0,191,4,2,none,,,,,
921,9,unknown,634.0,340.0,189,2,1,none,,,,,
921,10,unknown,613.0,355.0,189,2,0,none,,,,,
921,11,unknown,641.0,335.0,188,2,1,none,,,,,
921,12,unknown,726.0,349.0,188,3,1,none,,,,,
921,13,unknown,596.0,381.0,188,4,4,none,,,,,
921,14,unknown,602.0,364.0,187,4,3,none,,,,,
921,15,unknown,592.0,375.0,187,2,4,none,,,,,
921,16,unknown,624.0,370.0,185,4,4,none,,,,,
921,17,unknown,694.0,300.0,183,0,1,none,,,,,
921,18,unknown,712.0,328.0,183,3,4,none,,,,,
921,19,unknown,662.0,320.0,182,2,3,none,,,,,
921,20,unknown,521.0,243.0,181,-1,4,none,,,,,
921,21,unknown,701.0,311.0,181,4,2,none,,,,,
921,22,unknown,522.0,213.0,180,-2,5,none,,,,,
921,23,unknown,688.0,343.0,180,3,7,none,,,,,
921,24,unknown,683.0,305.0,179,1,2,none,,,,,
921,25,unknown,676.0,310.0,177,0,4,none,,,,,
921,26,unknown,518.0,365.0,177,-1,4,none,,,,,
921,27,unknown,699.0,334.0,174,3,7,none,,,,,
921,28,unknown,516.0,442.0,171,-1,3,none,,,,,
921,29,unknown,517.0,397.0,168,-2,4,none,,,,,
921,30,unknown,517.0,409.0,167,-1,3,none,,,,,
921,31,unknown,514.0,522.0,166,-1,2,none,,,,,
921,32,unknown,806.0,454.0,152,0,2,none,,,,,
921,33,unknown,804.0,511.0,152,0,2,none,,,,,
921,34,unknown,805.0,485.0,151,1,2,none,,,,,
921,35,unknown,687.0,289.0,150,0,2,none,,,,,
921,36,unknown,598.0,351.0,148,0,1,none,,,,,
921,37,unknown,647.0,316.0,147,-1,3,none,,,,,
921,38,unknown,634.0,326.0,147,0,1,none,,,,,
921,39,unknown,588.0,359.0,147,0,2,none,,,,,
921,40,unknown,578.0,366.0,147,-1,2,none,,,,,
921,41,unknown,815.0,164.0,146,0,5,none,,,,,
921,42,unknown,814.0,196.0,146,0,5,none,,,,,
921,43,unknown,653.0,312.0,144,-1,3,none,,,,,
921,44,unknown,622.0,334.0,144,-1,3,none,,,,,
921,45,unknown,612.0,341.0,144,-1,2,none,,,,,
921,46,unknown,809.0,352.0,141,-2,4,none,,,,,
921,47,unknown,587.0,389.0,141,2,1,none,,,,,
921,48,unknown,701.0,289.0,139,0,1,none,,,,,
921,49,unknown,594.0,399.0,138,0,2,none,,,,,
921,50,unknown,598.0,406.0,138,0,2,none,,,,,
921,51,unknown,383.0,487.0,137,0,1,none,,,,,
921,52,unknown,592.0,415.0,135,-2,4,none,,,,,
921,53,unknown,657.0,183.0,134,0,5,none,,,,,
921,54,unknown,624.0,443.0,130,0,0,none,,,,,
921,55,unknown,737.0,385.0,127,0,1,none,,,,,
921,56,unknown,894.0,344.0,123,0,3,none,,,,,
921,57,unknown,794.0,447.0,123,0,3,none,,,,,
921,58,unknown,990.0,528.0,120,1,-2,none,,,,,
921,59,unknown,715.0,308.0,118,0,4,none,,,,,
921,60,unknown,647.0,450.0,108,-1,0,none,,,,,
